Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior,SalaryPerExperience,AgeGroup
42.0,0,3,1.0,14.0,140000.0,3,4,0,10000.0,3
34.0,1,1,Human Resources Manager,6.0,75000.0,0,1,0,12500.0,2
26.0,0,0,10.0,2.0,30000.0,2,2,0,15000.0,2
30.0,0,1,0.0,4.0,65000.0,1,1,0,16250.0,2
47.0,0,3,1.0,19.0,190000.0,3,1,0,10000.0,3
40.0,1,2,Human Resources Manager,12.0,130000.0,1,0,0,10833.333333333334,3
33.0,0,1,Operations Manager,7.0,85000.0,3,1,0,12142.857142857143,2
29.0,1,0,10.0,1.0,25000.0,1,0,0,25000.0,2
44.0,0,3,1.0,15.0,150000.0,0,6,0,10000.0,3
28.0,0,1,Software Developer,3.0,60000.0,4,0,0,20000.0,2
36.0,1,2,Marketing Coordinator,9.0,100000.0,0,0,0,11111.111111111111,2
31.0,0,1,Operations Manager,6.0,75000.0,2,1,0,12500.0,2
27.0,1,2,Human Resources Coordinator,3.0,50000.0,2,2,0,16666.666666666668,2
42.0,0,3,1.0,14.0,140000.0,0,0,0,10000.0,3
34.0,1,1,Human Resources Manager,6.0,75000.0,3,4,0,12500.0,2
26.0,0,0,10.0,2.0,30000.0,2,2,0,15000.0,2
39.0,1,2,6.0,11.0,120000.0,0,0,0,10909.09090909091,2
30.0,0,1,0.0,4.0,65000.0,1,7,0,16250.0,2
47.0,0,3,1.0,19.0,190000.0,3,1,0,10000.0,3
25.0,1,1,Software Developer,1.0,35000.0,3,1,0,35000.0,2
40.0,1,2,Human Resources Manager,12.0,130000.0,4,3,0,10833.333333333334,3
33.0,0,1,Operations Manager,7.0,85000.0,0,0,0,12142.857142857143,2
29.0,1,0,10.0,1.0,25000.0,2,2,0,25000.0,2
28.0,0,1,Software Developer,3.0,60000.0,2,0,0,20000.0,2
36.0,1,2,Marketing Coordinator,9.0,100000.0,3,1,0,11111.111111111111,2
31.0,0,1,Operations Manager,6.0,75000.0,2,2,0,12500.0,2
27.0,1,2,Human Resources Coordinator,3.0,50000.0,0,0,0,16666.666666666668,2
42.0,0,3,1.0,14.0,140000.0,3,4,0,10000.0,3
34.0,1,1,Human Resources Manager,6.0,75000.0,1,1,0,12500.0,2
26.0,0,0,10.0,2.0,30000.0,0,6,0,15000.0,2
39.0,1,2,6.0,11.0,120000.0,4,5,0,10909.09090909091,2
30.0,0,1,0.0,4.0,65000.0,4,5,0,16250.0,2
47.0,0,3,1.0,19.0,190000.0,1,0,0,10000.0,3
25.0,1,1,Software Developer,1.0,35000.0,1,1,0,35000.0,2
40.0,1,2,Human Resources Manager,12.0,130000.0,0,0,0,10833.333333333334,3
29.0,1,0,10.0,1.0,25000.0,0,0,0,25000.0,2
44.0,0,3,1.0,15.0,150000.0,2,2,0,10000.0,3
28.0,0,1,Software Developer,3.0,60000.0,4,5,0,20000.0,2
36.0,1,2,Marketing Coordinator,9.0,100000.0,0,1,0,11111.111111111111,2
31.0,0,1,Operations Manager,6.0,75000.0,4,5,0,12500.0,2
27.0,1,2,Human Resources Coordinator,3.0,50000.0,2,2,0,16666.666666666668,2
42.0,0,3,1.0,14.0,140000.0,2,0,0,10000.0,3
34.0,1,1,Human Resources Manager,6.0,75000.0,4,3,0,12500.0,2
39.0,1,2,6.0,11.0,120000.0,4,0,0,10909.09090909091,2
30.0,0,1,0.0,4.0,65000.0,4,0,0,16250.0,2
47.0,0,3,1.0,19.0,190000.0,2,0,0,10000.0,3
25.0,1,1,Software Developer,1.0,35000.0,2,0,0,35000.0,2
40.0,1,2,Human Resources Manager,12.0,130000.0,1,1,0,10833.333333333334,3
33.0,0,1,Operations Manager,7.0,85000.0,0,1,0,12142.857142857143,2
29.0,1,0,10.0,1.0,25000.0,0,6,0,25000.0,2
44.0,0,3,1.0,15.0,150000.0,2,0,0,10000.0,3
28.0,0,1,Software Developer,3.0,60000.0,1,7,0,20000.0,2
36.0,1,2,Marketing Coordinator,9.0,100000.0,4,5,0,11111.111111111111,2
31.0,0,1,Operations Manager,6.0,75000.0,0,0,0,12500.0,2
27.0,1,2,Human Resources Coordinator,3.0,50000.0,2,1,0,16666.666666666668,2
42.0,0,3,1.0,14.0,140000.0,0,6,0,10000.0,3
34.0,1,1,Human Resources Manager,6.0,75000.0,4,5,0,12500.0,2
26.0,0,0,10.0,2.0,30000.0,3,0,0,15000.0,2
39.0,1,2,6.0,11.0,120000.0,0,6,0,10909.09090909091,2
30.0,0,1,0.0,4.0,65000.0,0,1,0,16250.0,2
47.0,0,3,1.0,19.0,190000.0,2,0,0,10000.0,3
25.0,1,1,Software Developer,1.0,35000.0,3,0,0,35000.0,2
40.0,1,2,Human Resources Manager,12.0,130000.0,4,0,0,10833.333333333334,3
33.0,0,1,Operations Manager,7.0,85000.0,2,1,0,12142.857142857143,2
29.0,1,0,10.0,1.0,25000.0,0,0,0,25000.0,2
44.0,0,3,1.0,15.0,150000.0,0,6,0,10000.0,3
28.0,0,1,Software Developer,3.0,60000.0,4,3,0,20000.0,2
31.0,0,1,0.0,5.0,80000.0,1,7,0,16000.0,2
27.0,1,2,6.0,3.0,60000.0,1,0,0,20000.0,2
38.0,0,3,1.0,12.0,130000.0,4,3,0,10833.333333333334,2
29.0,1,1,Human Resources Coordinator,2.0,45000.0,4,5,0,22500.0,2
23.0,0,0,10.0,1.0,25000.0,0,1,0,25000.0,1
32.0,1,2,Software Developer,7.0,90000.0,0,6,0,12857.142857142857,2
26.0,1,1,Marketing Coordinator,2.0,40000.0,3,1,0,20000.0,2
40.0,0,3,1.0,15.0,150000.0,1,7,0,10000.0,3
33.0,1,1,Human Resources Manager,8.0,95000.0,2,2,0,11875.0,2
35.0,1,2,6.0,10.0,110000.0,3,1,0,11000.0,2
29.0,0,1,0.0,4.0,70000.0,2,2,0,17500.0,2
49.0,0,3,1.0,22.0,220000.0,1,0,0,10000.0,3
26.0,1,1,Software Developer,2.0,35000.0,0,6,0,17500.0,2
41.0,1,2,Human Resources Manager,13.0,140000.0,4,5,0,10769.23076923077,3
36.0,0,1,Operations Manager,9.0,110000.0,1,1,0,12222.222222222224,2
28.0,1,0,10.0,1.0,25000.0,4,0,0,25000.0,2
43.0,0,3,1.0,16.0,160000.0,0,0,0,10000.0,3
29.0,0,1,Software Developer,5.0,80000.0,1,0,0,16000.0,2
39.0,1,2,Marketing Coordinator,11.0,120000.0,3,4,0,10909.09090909091,2
32.0,0,1,Operations Manager,6.0,90000.0,1,1,0,15000.0,2
28.0,1,2,Human Resources Coordinator,2.0,45000.0,0,1,0,22500.0,2
24.0,0,0,10.0,1.0,25000.0,1,1,0,25000.0,1
35.0,1,2,6.0,10.0,110000.0,2,0,0,11000.0,2
29.0,0,1,0.0,4.0,70000.0,1,7,0,17500.0,2
49.0,0,3,1.0,22.0,220000.0,1,7,0,10000.0,3
26.0,1,1,Software Developer,2.0,35000.0,0,1,0,17500.0,2
41.0,1,2,Human Resources Manager,13.0,140000.0,2,0,0,10769.23076923077,3
36.0,0,1,Operations Manager,9.0,110000.0,4,3,0,12222.222222222224,2
28.0,1,0,10.0,1.0,25000.0,4,5,0,25000.0,2
29.0,0,1,Software Developer,5.0,80000.0,4,5,0,16000.0,2
39.0,1,2,Marketing Coordinator,11.0,120000.0,4,3,0,10909.09090909091,2
32.0,0,1,Operations Manager,6.0,90000.0,2,2,0,15000.0,2
40.0,0,3,1.0,15.0,150000.0,0,1,0,10000.0,3
33.0,1,1,Human Resources Manager,8.0,95000.0,3,1,0,11875.0,2
24.0,0,0,10.0,1.0,25000.0,2,2,0,25000.0,1
35.0,1,2,6.0,10.0,110000.0,2,1,0,11000.0,2
29.0,0,1,0.0,4.0,70000.0,3,1,0,17500.0,2
49.0,0,3,1.0,22.0,220000.0,4,0,0,10000.0,3
26.0,1,1,Software Developer,2.0,35000.0,4,5,0,17500.0,2
41.0,1,2,Human Resources Manager,13.0,140000.0,0,6,0,10769.23076923077,3
36.0,0,1,Operations Manager,9.0,110000.0,0,6,0,12222.222222222224,2
28.0,1,0,10.0,1.0,25000.0,2,1,0,25000.0,2
43.0,0,3,1.0,16.0,160000.0,2,2,0,10000.0,3
29.0,0,1,Software Developer,5.0,80000.0,4,0,0,16000.0,2
32.0,0,1,Operations Manager,6.0,90000.0,0,6,0,15000.0,2
28.0,1,2,Human Resources Coordinator,2.0,45000.0,2,2,0,22500.0,2
40.0,0,3,1.0,15.0,150000.0,2,2,0,10000.0,3
33.0,1,1,Human Resources Manager,8.0,95000.0,1,0,0,11875.0,2
24.0,0,0,10.0,1.0,25000.0,3,1,0,25000.0,1
29.0,0,1,0.0,4.0,70000.0,4,5,0,17500.0,2
49.0,0,3,1.0,22.0,220000.0,2,1,0,10000.0,3
26.0,1,1,Software Developer,2.0,35000.0,2,1,0,17500.0,2
41.0,1,2,Human Resources Manager,13.0,140000.0,1,1,0,10769.23076923077,3
36.0,0,1,Operations Manager,9.0,110000.0,2,1,0,12222.222222222224,2
28.0,1,0,10.0,1.0,25000.0,1,0,0,25000.0,2
43.0,0,3,1.0,16.0,160000.0,1,7,0,10000.0,3
29.0,0,1,Software Developer,5.0,80000.0,2,2,0,16000.0,2
39.0,1,2,Marketing Coordinator,11.0,120000.0,4,5,0,10909.09090909091,2
32.0,0,1,Operations Manager,6.0,90000.0,0,0,0,15000.0,2
28.0,1,2,Human Resources Coordinator,2.0,45000.0,0,0,0,22500.0,2
40.0,0,3,1.0,15.0,150000.0,3,1,0,10000.0,3
33.0,1,1,Human Resources Manager,8.0,95000.0,4,5,0,11875.0,2
24.0,0,0,10.0,1.0,25000.0,3,4,0,25000.0,1
35.0,1,2,6.0,10.0,110000.0,0,0,0,11000.0,2
29.0,0,1,0.0,4.0,70000.0,4,0,0,17500.0,2
49.0,0,3,1.0,22.0,220000.0,3,0,0,10000.0,3
26.0,1,1,Software Developer,2.0,35000.0,4,0,0,17500.0,2
28.0,1,0,10.0,1.0,25000.0,0,6,0,25000.0,2
43.0,0,3,1.0,16.0,160000.0,3,4,0,10000.0,3
29.0,0,1,Software Developer,5.0,80000.0,2,2,0,16000.0,2
39.0,1,2,Marketing Coordinator,11.0,120000.0,4,5,0,10909.09090909091,2
32.0,0,1,Operations Manager,6.0,90000.0,4,0,0,15000.0,2
28.0,1,2,Human Resources Coordinator,2.0,45000.0,4,3,0,22500.0,2
40.0,0,3,1.0,15.0,150000.0,0,6,0,10000.0,3
33.0,1,1,Human Resources Manager,8.0,95000.0,3,0,0,11875.0,2
24.0,0,0,10.0,1.0,25000.0,0,1,0,25000.0,1
29.0,0,1,0.0,4.0,70000.0,0,1,0,17500.0,2
26.0,1,1,Software Developer,2.0,35000.0,3,1,0,17500.0,2
41.0,1,2,Human Resources Manager,13.0,140000.0,0,0,0,10769.23076923077,3
36.0,0,1,Operations Manager,9.0,110000.0,1,7,0,12222.222222222224,2
28.0,1,0,10.0,1.0,25000.0,3,1,0,25000.0,2
43.0,0,3,1.0,16.0,160000.0,4,0,0,10000.0,3
29.0,0,1,Software Developer,5.0,80000.0,2,1,0,16000.0,2
39.0,1,2,Marketing Coordinator,11.0,120000.0,4,3,0,10909.09090909091,2
32.0,0,1,Operations Manager,6.0,90000.0,4,0,0,15000.0,2
28.0,1,2,Human Resources Coordinator,2.0,45000.0,2,0,0,22500.0,2
33.0,1,1,Human Resources Manager,8.0,95000.0,1,1,0,11875.0,2
24.0,0,0,10.0,1.0,25000.0,3,0,0,25000.0,1
35.0,1,2,6.0,10.0,110000.0,0,6,0,11000.0,2
29.0,0,1,0.0,4.0,70000.0,2,1,0,17500.0,2
49.0,0,3,1.0,22.0,220000.0,2,1,0,10000.0,3
26.0,1,1,Software Developer,2.0,35000.0,2,2,0,17500.0,2
41.0,1,2,Human Resources Manager,13.0,140000.0,1,7,0,10769.23076923077,3
36.0,0,1,Operations Manager,9.0,110000.0,4,3,0,12222.222222222224,2
28.0,1,0,10.0,1.0,25000.0,3,4,0,25000.0,2
43.0,0,3,1.0,16.0,160000.0,4,3,0,10000.0,3
29.0,0,1,Software Developer,5.0,80000.0,4,0,0,16000.0,2
39.0,1,2,Marketing Coordinator,11.0,120000.0,3,1,0,10909.09090909091,2
32.0,0,1,Operations Manager,6.0,90000.0,4,0,0,15000.0,2
28.0,1,2,Human Resources Coordinator,2.0,45000.0,0,0,0,22500.0,2
40.0,0,3,1.0,15.0,150000.0,3,1,0,10000.0,3
33.0,1,1,Human Resources Manager,8.0,95000.0,4,3,0,11875.0,2
24.0,0,0,10.0,1.0,25000.0,2,0,0,25000.0,1
35.0,1,2,6.0,10.0,110000.0,2,1,0,11000.0,2
29.0,0,1,0.0,4.0,70000.0,3,4,0,17500.0,2
49.0,0,3,1.0,22.0,220000.0,4,0,0,10000.0,3
26.0,1,1,Software Developer,2.0,35000.0,2,0,0,17500.0,2
28.0,1,0,10.0,1.0,25000.0,3,0,0,25000.0,2
43.0,0,3,1.0,16.0,160000.0,2,1,0,10000.0,3
34.0,0,1,0.0,6.0,85000.0,3,0,0,14166.666666666666,2
31.0,1,2,6.0,4.0,62000.0,4,3,0,15500.0,2
41.0,0,3,1.0,13.0,138000.0,4,3,0,10615.384615384615,3
27.0,1,1,Human Resources Coordinator,2.0,47000.0,4,3,0,23500.0,2
25.0,0,0,10.0,1.0,26000.0,2,2,0,26000.0,2
33.0,1,2,Software Developer,8.0,95000.0,1,1,0,11875.0,2
45.0,0,1,Operations Manager,19.0,174000.0,3,1,0,9157.894736842103,3
28.0,1,1,Marketing Coordinator,2.0,41000.0,4,5,0,20500.0,2
42.0,0,3,1.0,16.0,162000.0,2,0,0,10125.0,3
34.0,1,1,Human Resources Manager,9.0,99000.0,3,4,0,11000.0,2
23.0,0,0,10.0,1.0,26000.0,3,0,0,26000.0,1
36.0,1,2,6.0,11.0,117000.0,1,0,0,10636.363636363636,2
30.0,0,1,0.0,5.0,75000.0,2,2,0,15000.0,2
50.0,0,3,1.0,23.0,225000.0,1,1,0,9782.608695652174,3
27.0,1,1,Software Developer,2.0,36000.0,1,1,0,18000.0,2
43.0,1,2,Human Resources Manager,14.0,146000.0,0,0,0,10428.57142857143,3
37.0,0,1,Operations Manager,10.0,113000.0,2,1,0,11300.0,2
29.0,1,0,10.0,1.0,26000.0,3,1,0,26000.0,2
44.0,0,3,1.0,17.0,168000.0,0,1,0,9882.35294117647,3
30.0,0,1,Software Developer,6.0,85000.0,0,1,0,14166.666666666666,2
40.0,1,2,Marketing Coordinator,12.0,122000.0,2,2,0,10166.666666666666,3
33.0,0,1,Operations Manager,7.0,96000.0,2,2,0,13714.285714285714,2
29.0,1,2,Human Resources Coordinator,3.0,49000.0,2,1,0,16333.333333333334,2
43.0,0,3,1.0,16.0,162000.0,4,5,0,10125.0,3
23.0,0,0,10.0,1.0,26000.0,2,1,0,26000.0,1
36.0,1,2,6.0,11.0,117000.0,0,1,0,10636.363636363636,2
30.0,0,1,0.0,5.0,75000.0,0,6,0,15000.0,2
27.0,1,1,Software Developer,2.0,36000.0,0,1,0,18000.0,2
43.0,1,2,Human Resources Manager,14.0,146000.0,2,2,0,10428.57142857143,3
37.0,0,1,Operations Manager,10.0,113000.0,1,1,0,11300.0,2
29.0,1,0,10.0,1.0,26000.0,2,0,0,26000.0,2
44.0,0,3,1.0,17.0,168000.0,3,4,0,9882.35294117647,3
30.0,0,1,Software Developer,6.0,85000.0,0,6,0,14166.666666666666,2
40.0,1,2,Marketing Coordinator,12.0,122000.0,2,1,0,10166.666666666666,3
29.0,1,2,Human Resources Coordinator,3.0,49000.0,3,4,0,16333.333333333334,2
43.0,0,3,1.0,16.0,162000.0,3,4,0,10125.0,3
34.0,1,1,Human Resources Manager,9.0,99000.0,1,7,0,11000.0,2
23.0,0,0,10.0,1.0,26000.0,3,0,0,26000.0,1
30.0,0,1,0.0,5.0,75000.0,2,1,0,15000.0,2
50.0,0,3,1.0,23.0,225000.0,2,2,0,9782.608695652174,3
27.0,1,1,Software Developer,2.0,36000.0,1,7,0,18000.0,2
43.0,1,2,Human Resources Manager,14.0,146000.0,1,0,0,10428.57142857143,3
37.0,0,1,Operations Manager,10.0,113000.0,0,0,0,11300.0,2
44.0,0,3,1.0,17.0,168000.0,0,0,0,9882.35294117647,3
30.0,0,1,Software Developer,6.0,85000.0,2,1,0,14166.666666666666,2
33.0,0,1,Operations Manager,7.0,96000.0,2,1,0,13714.285714285714,2
29.0,1,2,Human Resources Coordinator,3.0,49000.0,4,3,0,16333.333333333334,2
43.0,0,3,1.0,16.0,162000.0,2,2,0,10125.0,3
34.0,1,1,Human Resources Manager,9.0,99000.0,2,1,0,11000.0,2
36.0,1,2,6.0,11.0,117000.0,2,1,0,10636.363636363636,2
30.0,0,1,0.0,5.0,75000.0,0,0,0,15000.0,2
50.0,0,3,1.0,23.0,225000.0,2,2,0,9782.608695652174,3
27.0,1,1,Software Developer,2.0,36000.0,2,1,0,18000.0,2
43.0,1,2,Human Resources Manager,14.0,146000.0,2,0,0,10428.57142857143,3
37.0,0,1,Operations Manager,10.0,113000.0,2,1,0,11300.0,2
29.0,1,0,10.0,1.0,26000.0,4,5,0,26000.0,2
44.0,0,3,1.0,17.0,168000.0,1,1,0,9882.35294117647,3
30.0,0,1,Software Developer,6.0,85000.0,0,0,0,14166.666666666666,2
40.0,1,2,Marketing Coordinator,12.0,122000.0,1,1,0,10166.666666666666,3
33.0,0,1,Operations Manager,7.0,96000.0,1,1,0,13714.285714285714,2
29.0,1,2,Human Resources Coordinator,3.0,49000.0,4,5,0,16333.333333333334,2
43.0,0,3,1.0,16.0,162000.0,3,1,0,10125.0,3
34.0,1,1,Human Resources Manager,9.0,99000.0,4,0,0,11000.0,2
36.0,1,2,6.0,11.0,117000.0,3,1,0,10636.363636363636,2
30.0,0,1,0.0,5.0,75000.0,4,0,0,15000.0,2
50.0,0,3,1.0,23.0,225000.0,2,0,0,9782.608695652174,3
27.0,1,1,Software Developer,2.0,36000.0,2,2,0,18000.0,2
43.0,1,2,Human Resources Manager,14.0,146000.0,0,6,0,10428.57142857143,3
37.0,0,1,Operations Manager,10.0,113000.0,4,0,0,11300.0,2
29.0,1,0,10.0,1.0,26000.0,3,0,0,26000.0,2
44.0,0,3,1.0,17.0,168000.0,3,4,0,9882.35294117647,3
30.0,0,1,Software Developer,6.0,85000.0,1,0,0,14166.666666666666,2
40.0,1,2,Marketing Coordinator,12.0,122000.0,1,7,0,10166.666666666666,3
33.0,0,1,Operations Manager,7.0,96000.0,4,5,0,13714.285714285714,2
29.0,1,2,Human Resources Coordinator,3.0,49000.0,3,1,0,16333.333333333334,2
43.0,0,3,1.0,16.0,162000.0,4,0,0,10125.0,3
34.0,1,1,Human Resources Manager,9.0,99000.0,1,1,0,11000.0,2
36.0,1,2,6.0,11.0,117000.0,3,1,0,10636.363636363636,2
30.0,0,1,0.0,5.0,75000.0,3,4,0,15000.0,2
50.0,0,3,1.0,23.0,225000.0,1,0,0,9782.608695652174,3
27.0,1,1,Software Developer,2.0,36000.0,2,0,0,18000.0,2
43.0,1,2,Human Resources Manager,14.0,146000.0,3,0,0,10428.57142857143,3
37.0,0,1,Operations Manager,10.0,113000.0,3,4,0,11300.0,2
44.0,0,3,1.0,17.0,168000.0,3,0,0,9882.35294117647,3
30.0,0,1,Software Developer,6.0,85000.0,1,0,0,14166.666666666666,2
40.0,1,2,Marketing Coordinator,12.0,122000.0,3,4,0,10166.666666666666,3
33.0,0,1,Operations Manager,7.0,96000.0,4,0,0,13714.285714285714,2
43.0,0,3,1.0,16.0,162000.0,0,1,0,10125.0,3
34.0,1,1,Human Resources Manager,9.0,99000.0,4,5,0,11000.0,2
23.0,0,0,10.0,1.0,26000.0,3,0,0,26000.0,1
36.0,1,2,6.0,11.0,117000.0,0,6,0,10636.363636363636,2
30.0,0,1,0.0,5.0,75000.0,1,1,0,15000.0,2
50.0,0,3,1.0,23.0,225000.0,2,0,0,9782.608695652174,3
27.0,1,1,Software Developer,2.0,36000.0,1,7,0,18000.0,2
43.0,1,2,Human Resources Manager,14.0,146000.0,1,0,0,10428.57142857143,3
37.0,0,1,Operations Manager,10.0,113000.0,3,4,0,11300.0,2
29.0,1,0,10.0,1.0,26000.0,3,1,0,26000.0,2
30.0,0,1,Software Developer,6.0,85000.0,3,0,0,14166.666666666666,2
40.0,1,2,Marketing Coordinator,12.0,122000.0,2,2,0,10166.666666666666,3
33.0,0,1,Operations Manager,7.0,96000.0,4,5,0,13714.285714285714,2
29.0,1,2,Human Resources Coordinator,3.0,49000.0,2,1,0,16333.333333333334,2
43.0,0,3,1.0,16.0,162000.0,0,6,0,10125.0,3
34.0,1,1,Human Resources Manager,9.0,99000.0,0,0,0,11000.0,2
36.0,1,2,6.0,11.0,117000.0,0,0,0,10636.363636363636,2
30.0,0,1,0.0,5.0,75000.0,1,7,0,15000.0,2
27.0,1,1,Software Developer,2.0,36000.0,2,1,0,18000.0,2
43.0,1,2,Human Resources Manager,14.0,146000.0,0,6,0,10428.57142857143,3
37.0,0,1,Operations Manager,10.0,113000.0,4,0,0,11300.0,2
29.0,1,0,10.0,1.0,26000.0,0,0,0,26000.0,2
44.0,0,3,1.0,17.0,168000.0,1,7,0,9882.35294117647,3
30.0,0,1,Software Developer,6.0,85000.0,2,2,0,14166.666666666666,2
32.0,1,2,Software Developer,8.0,95000.0,0,0,0,11875.0,2
46.0,0,3,1.0,18.0,180000.0,1,1,0,10000.0,3
24.0,0,0,10.0,1.0,26000.0,0,0,0,26000.0,1
31.0,1,2,6.0,5.0,68000.0,1,1,0,13600.0,2
39.0,0,1,Operations Manager,13.0,127000.0,1,1,0,9769.23076923077,2
25.0,1,1,Human Resources Coordinator,2.0,47000.0,3,0,0,23500.0,2
41.0,0,3,1.0,15.0,155000.0,3,1,0,10333.333333333334,3
35.0,1,1,Human Resources Manager,8.0,92000.0,4,3,0,11500.0,2
26.0,0,0,10.0,1.0,26000.0,2,0,0,26000.0,2
37.0,1,2,6.0,12.0,125000.0,2,2,0,10416.666666666666,2
29.0,0,1,0.0,4.0,71000.0,1,7,0,17750.0,2
51.0,0,3,1.0,24.0,240000.0,3,4,0,10000.0,3
28.0,1,1,Software Developer,2.0,36000.0,3,0,0,18000.0,2
44.0,1,2,Human Resources Manager,15.0,152000.0,4,5,0,10133.333333333334,3
38.0,0,1,Operations Manager,11.0,119000.0,2,1,0,10818.181818181818,2
30.0,1,0,10.0,1.0,26000.0,0,6,0,26000.0,2
45.0,0,3,1.0,19.0,190000.0,2,1,0,10000.0,3
41.0,1,2,Marketing Coordinator,13.0,131000.0,1,0,0,10076.923076923076,3
34.0,0,1,Operations Manager,8.0,101000.0,0,0,0,12625.0,2
30.0,1,2,Human Resources Coordinator,3.0,49000.0,1,1,0,16333.333333333334,2
44.0,0,3,1.0,18.0,182000.0,0,1,0,10111.111111111111,3
35.0,1,1,Human Resources Manager,8.0,92000.0,4,5,0,11500.0,2
26.0,0,0,10.0,1.0,26000.0,4,0,0,26000.0,2
37.0,1,2,6.0,12.0,125000.0,4,3,0,10416.666666666666,2
29.0,0,1,0.0,4.0,71000.0,3,4,0,17750.0,2
28.0,1,1,Software Developer,2.0,36000.0,0,1,0,18000.0,2
44.0,1,2,Human Resources Manager,15.0,152000.0,2,0,0,10133.333333333334,3
30.0,1,0,10.0,1.0,26000.0,4,5,0,26000.0,2
45.0,0,3,1.0,19.0,190000.0,3,1,0,10000.0,3
31.0,0,1,Software Developer,6.0,85000.0,1,0,0,14166.666666666666,2
41.0,1,2,Marketing Coordinator,13.0,131000.0,0,1,0,10076.923076923076,3
34.0,0,1,Operations Manager,8.0,101000.0,0,6,0,12625.0,2
44.0,0,3,1.0,18.0,182000.0,0,6,0,10111.111111111111,3
35.0,1,1,Human Resources Manager,8.0,92000.0,3,0,0,11500.0,2
26.0,0,0,10.0,1.0,26000.0,3,1,0,26000.0,2
37.0,1,2,6.0,12.0,125000.0,3,0,0,10416.666666666666,2
29.0,0,1,0.0,4.0,71000.0,2,0,0,17750.0,2
51.0,0,3,1.0,24.0,240000.0,4,3,0,10000.0,3
28.0,1,1,Software Developer,2.0,36000.0,0,6,0,18000.0,2
44.0,1,2,Human Resources Manager,15.0,152000.0,2,0,0,10133.333333333334,3
38.0,0,1,Operations Manager,11.0,119000.0,0,6,0,10818.181818181818,2
30.0,1,0,10.0,1.0,26000.0,2,1,0,26000.0,2
45.0,0,3,1.0,19.0,190000.0,4,3,0,10000.0,3
31.0,0,1,Software Developer,6.0,85000.0,4,5,0,14166.666666666666,2
41.0,1,2,Marketing Coordinator,13.0,131000.0,4,0,0,10076.923076923076,3
34.0,0,1,Operations Manager,8.0,101000.0,4,3,0,12625.0,2
30.0,1,2,Human Resources Coordinator,3.0,49000.0,1,0,0,16333.333333333334,2
44.0,0,3,1.0,18.0,182000.0,2,0,0,10111.111111111111,3
35.0,1,1,Human Resources Manager,8.0,92000.0,0,1,0,11500.0,2
26.0,0,0,10.0,1.0,26000.0,0,0,0,26000.0,2
37.0,1,2,6.0,12.0,125000.0,1,7,0,10416.666666666666,2
29.0,0,1,0.0,4.0,71000.0,3,1,0,17750.0,2
51.0,0,3,1.0,24.0,240000.0,4,5,0,10000.0,3
28.0,1,1,Software Developer,2.0,36000.0,1,1,0,18000.0,2
44.0,1,2,Human Resources Manager,15.0,152000.0,1,7,0,10133.333333333334,3
38.0,0,1,Operations Manager,11.0,119000.0,0,6,0,10818.181818181818,2
30.0,1,0,10.0,1.0,26000.0,1,7,0,26000.0,2
45.0,0,3,1.0,19.0,190000.0,1,7,0,10000.0,3
31.0,0,1,Software Developer,6.0,85000.0,1,1,0,14166.666666666666,2
34.0,0,1,Operations Manager,8.0,101000.0,0,6,0,12625.0,2
30.0,1,2,Human Resources Coordinator,3.0,49000.0,3,0,0,16333.333333333334,2
35.0,1,1,Human Resources Manager,8.0,92000.0,1,7,0,11500.0,2
26.0,0,0,10.0,1.0,26000.0,2,0,0,26000.0,2
37.0,1,2,6.0,12.0,125000.0,1,0,0,10416.666666666666,2
29.0,0,1,0.0,4.0,71000.0,0,0,0,17750.0,2
51.0,0,3,1.0,24.0,240000.0,0,0,0,10000.0,3
28.0,1,1,Software Developer,2.0,36000.0,4,5,0,18000.0,2
44.0,1,2,Human Resources Manager,15.0,152000.0,1,0,0,10133.333333333334,3
30.0,1,0,10.0,1.0,26000.0,4,5,0,26000.0,2
31.0,0,1,Software Developer,6.0,85000.0,4,5,0,14166.666666666666,2
41.0,1,2,Marketing Coordinator,13.0,131000.0,3,4,0,10076.923076923076,3
34.0,0,1,Operations Manager,8.0,101000.0,2,0,0,12625.0,2
30.0,1,2,Human Resources Coordinator,3.0,49000.0,2,1,0,16333.333333333334,2
44.0,0,3,1.0,18.0,182000.0,2,2,0,10111.111111111111,3
35.0,1,1,Human Resources Manager,8.0,92000.0,3,1,0,11500.0,2
26.0,0,0,10.0,1.0,26000.0,2,0,0,26000.0,2
37.0,1,2,6.0,12.0,125000.0,4,3,0,10416.666666666666,2
29.0,0,1,0.0,4.0,71000.0,2,1,0,17750.0,2
51.0,0,3,1.0,24.0,240000.0,3,4,0,10000.0,3
28.0,1,1,Software Developer,2.0,36000.0,2,1,0,18000.0,2
44.0,1,2,Human Resources Manager,15.0,152000.0,2,0,0,10133.333333333334,3
38.0,0,1,Operations Manager,11.0,119000.0,3,1,0,10818.181818181818,2
30.0,1,0,10.0,1.0,26000.0,1,7,0,26000.0,2
45.0,0,3,1.0,19.0,190000.0,2,1,0,10000.0,3
31.0,0,1,Software Developer,6.0,85000.0,3,4,0,14166.666666666666,2
41.0,1,2,Marketing Coordinator,13.0,131000.0,2,1,0,10076.923076923076,3
34.0,0,1,Operations Manager,8.0,101000.0,0,6,0,12625.0,2
